TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.collections4.multimap.AbstractMultiValuedMap,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,142,0.3,2,55,245,177530,1556334321050,0.5539033457249071,00110111111111100000000111111111110111011111111101111110011111001111111101111101110000001100111101110000100000100000000100000000000000000011011111110000000000000001110000000000000000000100110011111111100001111111111111110011111111111111100001111101111000011111011111110,0.45454545454545453,011001100000000001010100101111000000010101001111101010100000110100000110110101111110110111110111110100000111111111101111111001000100010000111010010000011101000000110000001000000000001111000011110000,1.0,11111,2,1,3,2,0.4132841328413284,0100101001110000000011111000000000100101100000001111111111001111111111111011111011111111111011111100001001011111111111111110010011110000000110000011000000001111110100111111000000000011100000000000000010001000000100000000000011110000000011000000000000000000000000000000000,0.41379310344827586,0000001010101011100100100100000010100111111010100010101010,0.5753424657534246,1111111111111111111111011110000000000000000000000000000001111111111111111,0.5616438356164384,1111101111111111111111011110000000000000000000000000000001111111111111111,0.45454545454545453,111010100000100110000000011110001101100101001000100110000001111000000110110110111110111011111011110100001011111111011111110110000100010000110011010000101110000000110000001000000000001111000011110000
